data;nome_drs;ocupacao_leitos;pacientes_uti_ultimo_dia;total_covid_uti_ultimo_dia;ocupacao_leitos_ultimo_dia;internacoes_ultimo_dia;pacientes_enf_ultimo_dia;total_covid_enf_ultimo_dia;;;Comando para o HeideSQL
14/10/2020;DRS 15 São José do Rio Preto;55.8;226;442;51.13;56;281;635;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-14', 'DRS 15 São José do Rio Preto', 55.8, 226, 442, 51.13, 56, 281, 635);"
14/10/2020;DRS 16 Sorocaba;48.89;126;230;54.78;42;150;619;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-14', 'DRS 16 Sorocaba', 48.89, 126, 230, 54.78, 42, 150, 619);"
14/10/2020;DRS 17 Taubaté;35.49;147;390;37.69;41;164;846;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-14', 'DRS 17 Taubaté', 35.49, 147, 390, 37.69, 41, 164, 846);"
14/10/2020;Estado de São Paulo;42;3514;8371;41.98;911;4435;14302;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-14', 'Estado de São Paulo', 42, 3514, 8371, 41.98, 911, 4435, 14302);"
15/10/2020;DRS 01 Grande São Paulo;41.09;1912;4756;40.2;576;2308;6677;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-15', 'DRS 01 Grande São Paulo', 41.09, 1912, 4756, 40.2, 576, 2308, 6677);"
15/10/2020;DRS 02 Araçatuba;52.74;61;117;52.14;29;95;302;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-15', 'DRS 02 Araçatuba', 52.74, 61, 117, 52.14, 29, 95, 302);"
15/10/2020;DRS 03 Araraquara;34.22;35;123;28.46;32;109;373;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-15', 'DRS 03 Araraquara', 34.22, 35, 123, 28.46, 32, 109, 373);"
15/10/2020;DRS 04 Baixada Santista;27.03;120;405;29.63;30;172;675;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-15', 'DRS 04 Baixada Santista', 27.03, 120, 405, 29.63, 30, 172, 675);"
15/10/2020;DRS 05 Barretos;59.34;47;91;51.65;15;30;191;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-15', 'DRS 05 Barretos', 59.34, 47, 91, 51.65, 15, 30, 191);"
15/10/2020;DRS 06 Bauru;63.55;137;228;60.09;42;191;544;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-15', 'DRS 06 Bauru', 63.55, 137, 228, 60.09, 42, 191, 544);"
15/10/2020;DRS 07 Campinas;37.79;227;599;37.9;53;306;1117;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-15', 'DRS 07 Campinas', 37.79, 227, 599, 37.9, 53, 306, 1117);"
15/10/2020;DRS 08 Franca;44.23;43;111;38.74;10;47;225;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-15', 'DRS 08 Franca', 44.23, 43, 111, 38.74, 10, 47, 225);"
15/10/2020;DRS 09 Marília;40.7;69;156;44.23;24;81;449;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-15', 'DRS 09 Marília', 40.7, 69, 156, 44.23, 24, 81, 449);"
15/10/2020;DRS 10 Piracicaba;31.13;76;233;32.62;17;80;383;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-15', 'DRS 10 Piracicaba', 31.13, 76, 233, 32.62, 17, 80, 383);"
15/10/2020;DRS 11 Presidente Prudente;58.59;37;81;45.68;22;91;200;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-15', 'DRS 11 Presidente Prudente', 58.59, 37, 81, 45.68, 22, 91, 200);"
15/10/2020;DRS 12 Registro;29.31;10;39;25.64;3;8;55;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-15', 'DRS 12 Registro', 29.31, 10, 39, 25.64, 3, 8, 55);"
15/10/2020;DRS 13 Ribeirão Preto;47.27;155;298;52.01;62;219;489;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-15', 'DRS 13 Ribeirão Preto', 47.27, 155, 298, 52.01, 62, 219, 489);"
15/10/2020;DRS 14 São João da Boa Vista;36.81;46;126;36.51;24;82;413;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-15', 'DRS 14 São João da Boa Vista', 36.81, 46, 126, 36.51, 24, 82, 413);"
15/10/2020;DRS 15 São José do Rio Preto;54.52;215;443;48.53;85;277;618;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-15', 'DRS 15 São José do Rio Preto', 54.52, 215, 443, 48.53, 85, 277, 618);"
15/10/2020;DRS 16 Sorocaba;49.07;111;230;48.26;31;166;612;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-15', 'DRS 16 Sorocaba', 49.07, 111, 230, 48.26, 31, 166, 612);"
15/10/2020;DRS 17 Taubaté;35.89;145;374;38.77;54;168;849;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-15', 'DRS 17 Taubaté', 35.89, 145, 374, 38.77, 54, 168, 849);"
15/10/2020;Estado de São Paulo;41.72;3446;8410;40.98;1109;4430;14172;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-15', 'Estado de São Paulo', 41.72, 3446, 8410, 40.98, 1109, 4430, 14172);"
16/10/2020;DRS 01 Grande São Paulo;40.75;1793;4617;38.83;580;2313;6623;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-16', 'DRS 01 Grande São Paulo', 40.75, 1793, 4617, 38.83, 580, 2313, 6623);"
16/10/2020;DRS 02 Araçatuba;52.89;60;117;51.28;15;106;304;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-16', 'DRS 02 Araçatuba', 52.89, 60, 117, 51.28, 15, 106, 304);"
16/10/2020;DRS 03 Araraquara;32.87;34;122;27.87;27;116;377;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-16', 'DRS 03 Araraquara', 32.87, 34, 122, 27.87, 27, 116, 377);"
16/10/2020;DRS 04 Baixada Santista;27.68;115;399;28.82;25;173;662;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-16', 'DRS 04 Baixada Santista', 27.68, 115, 399, 28.82, 25, 173, 662);"
16/10/2020;DRS 05 Barretos;58.87;54;91;59.34;20;35;218;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-16', 'DRS 05 Barretos', 58.87, 54, 91, 59.34, 20, 35, 218);"
16/10/2020;DRS 06 Bauru;61.82;127;226;56.19;41;182;555;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-16', 'DRS 06 Bauru', 61.82, 127, 226, 56.19, 41, 182, 555);"
16/10/2020;DRS 07 Campinas;37.24;209;597;35.01;53;284;1130;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-16', 'DRS 07 Campinas', 37.24, 209, 597, 35.01, 53, 284, 1130);"
16/10/2020;DRS 08 Franca;43.19;44;110;40;16;44;216;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-16', 'DRS 08 Franca', 43.19, 44, 110, 40, 16, 44, 216);"
16/10/2020;DRS 09 Marília;41.19;68;161;42.24;26;92;444;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-16', 'DRS 09 Marília', 41.19, 68, 161, 42.24, 26, 92, 444);"
16/10/2020;DRS 10 Piracicaba;30.6;71;233;30.47;22;92;380;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-16', 'DRS 10 Piracicaba', 30.6, 71, 233, 30.47, 22, 92, 380);"
16/10/2020;DRS 11 Presidente Prudente;57.23;40;80;50;22;102;203;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-16', 'DRS 11 Presidente Prudente', 57.23, 40, 80, 50, 22, 102, 203);"
16/10/2020;DRS 12 Registro;26.74;7;39;17.95;4;8;55;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-16', 'DRS 12 Registro', 26.74, 7, 39, 17.95, 4, 8, 55);"
16/10/2020;DRS 13 Ribeirão Preto;47.44;147;296;49.66;41;200;494;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-16', 'DRS 13 Ribeirão Preto', 47.44, 147, 296, 49.66, 41, 200, 494);"
16/10/2020;DRS 14 São João da Boa Vista;36.74;51;126;40.48;19;69;413;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-16', 'DRS 14 São João da Boa Vista', 36.74, 51, 126, 40.48, 19, 69, 413);"
16/10/2020;DRS 15 São José do Rio Preto;53.05;213;433;49.19;64;263;616;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-16', 'DRS 15 São José do Rio Preto', 53.05, 213, 433, 49.19, 64, 263, 616);"
16/10/2020;DRS 16 Sorocaba;49.6;118;230;51.3;35;166;622;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-16', 'DRS 16 Sorocaba', 49.6, 118, 230, 51.3, 35, 166, 622);"
16/10/2020;DRS 17 Taubaté;36.64;141;387;36.43;43;173;813;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-16', 'DRS 17 Taubaté', 36.64, 141, 387, 36.43, 43, 173, 813);"
16/10/2020;Estado de São Paulo;41.4;3292;8264;39.84;1053;4418;14125;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-16', 'Estado de São Paulo', 41.4, 3292, 8264, 39.84, 1053, 4418, 14125);"
17/10/2020;DRS 01 Grande São Paulo;40.73;1813;4393;41.27;546;2286;6138;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-17', 'DRS 01 Grande São Paulo', 40.73, 1813, 4393, 41.27, 546, 2286, 6138);"
17/10/2020;DRS 02 Araçatuba;52.18;58;115;50.43;17;100;295;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-17', 'DRS 02 Araçatuba', 52.18, 58, 115, 50.43, 17, 100, 295);"
17/10/2020;DRS 03 Araraquara;31.75;34;122;27.87;19;97;375;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-17', 'DRS 03 Araraquara', 31.75, 34, 122, 27.87, 19, 97, 375);"
17/10/2020;DRS 04 Baixada Santista;27.87;113;397;28.46;34;186;658;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-17', 'DRS 04 Baixada Santista', 27.87, 113, 397, 28.46, 34, 186, 658);"
17/10/2020;DRS 05 Barretos;56.99;48;91;52.75;15;38;191;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-17', 'DRS 05 Barretos', 56.99, 48, 91, 52.75, 15, 38, 191);"
17/10/2020;DRS 06 Bauru;60.24;132;231;57.14;39;163;556;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-17', 'DRS 06 Bauru', 60.24, 132, 231, 57.14, 39, 163, 556);"
17/10/2020;DRS 07 Campinas;37.06;215;573;37.52;42;255;1118;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-17', 'DRS 07 Campinas', 37.06, 215, 573, 37.52, 42, 255, 1118);"
17/10/2020;DRS 08 Franca;42.95;45;105;42.86;15;40;221;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-17', 'DRS 08 Franca', 42.95, 45, 105, 42.86, 15, 40, 221);"
17/10/2020;DRS 09 Marília;41.86;75;161;46.58;20;84;449;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-17', 'DRS 09 Marília', 41.86, 75, 161, 46.58, 20, 84, 449);"
17/10/2020;DRS 10 Piracicaba;30.57;70;234;29.91;21;82;384;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-17', 'DRS 10 Piracicaba', 30.57, 70, 234, 29.91, 21, 82, 384);"
17/10/2020;DRS 11 Presidente Prudente;54.89;33;76;43.42;12;88;199;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-17', 'DRS 11 Presidente Prudente', 54.89, 33, 76, 43.42, 12, 88, 199);"
17/10/2020;DRS 12 Registro;25.64;8;39;20.51;2;6;55;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-17', 'DRS 12 Registro', 25.64, 8, 39, 20.51, 2, 6, 55);"
17/10/2020;DRS 13 Ribeirão Preto;47.41;142;297;47.81;45;191;493;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-17', 'DRS 13 Ribeirão Preto', 47.41, 142, 297, 47.81, 45, 191, 493);"
17/10/2020;DRS 14 São João da Boa Vista;36.59;46;127;36.22;14;65;416;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-17', 'DRS 14 São João da Boa Vista', 36.59, 46, 127, 36.22, 14, 65, 416);"
17/10/2020;DRS 15 São José do Rio Preto;51.5;212;432;49.07;79;260;615;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-17', 'DRS 15 São José do Rio Preto', 51.5, 212, 432, 49.07, 79, 260, 615);"
17/10/2020;DRS 16 Sorocaba;49.6;110;229;48.03;24;165;628;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-17', 'DRS 16 Sorocaba', 49.6, 110, 229, 48.03, 24, 165, 628);"
17/10/2020;DRS 17 Taubaté;37.01;127;387;32.82;48;172;796;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-17', 'DRS 17 Taubaté', 37.01, 127, 387, 32.82, 48, 172, 796);"
17/10/2020;Estado de São Paulo;41.22;3281;8009;40.97;992;4278;13587;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-17', 'Estado de São Paulo', 41.22, 3281, 8009, 40.97, 992, 4278, 13587);"
18/10/2020;DRS 01 Grande São Paulo;40.85;1799;4350;41.36;466;2274;6347;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-18', 'DRS 01 Grande São Paulo', 40.85, 1799, 4350, 41.36, 466, 2274, 6347);"
18/10/2020;DRS 02 Araçatuba;51.71;56;115;48.7;5;80;296;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-18', 'DRS 02 Araçatuba', 51.71, 56, 115, 48.7, 5, 80, 296);"
18/10/2020;DRS 03 Araraquara;29.8;32;122;26.23;27;101;396;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-18', 'DRS 03 Araraquara', 29.8, 32, 122, 26.23, 27, 101, 396);"
18/10/2020;DRS 04 Baixada Santista;28.4;120;395;30.38;23;176;650;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-18', 'DRS 04 Baixada Santista', 28.4, 120, 395, 30.38, 23, 176, 650);"
18/10/2020;DRS 05 Barretos;55.57;48;91;52.75;10;36;226;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-18', 'DRS 05 Barretos', 55.57, 48, 91, 52.75, 10, 36, 226);"
18/10/2020;DRS 06 Bauru;58.65;122;234;52.14;24;153;575;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-18', 'DRS 06 Bauru', 58.65, 122, 234, 52.14, 24, 153, 575);"
18/10/2020;DRS 07 Campinas;37.3;216;575;37.57;43;244;1134;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-18', 'DRS 07 Campinas', 37.3, 216, 575, 37.57, 43, 244, 1134);"
18/10/2020;DRS 08 Franca;41.64;42;110;38.18;13;45;222;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-18', 'DRS 08 Franca', 41.64, 42, 110, 38.18, 13, 45, 222);"
18/10/2020;DRS 09 Marília;42.69;71;160;44.38;22;82;451;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-18', 'DRS 09 Marília', 42.69, 71, 160, 44.38, 22, 82, 451);"
18/10/2020;DRS 10 Piracicaba;30.62;67;234;28.63;17;85;382;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-18', 'DRS 10 Piracicaba', 30.62, 67, 234, 28.63, 17, 85, 382);"
18/10/2020;DRS 11 Presidente Prudente;52.37;38;75;50.67;12;75;206;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-18', 'DRS 11 Presidente Prudente', 52.37, 38, 75, 50.67, 12, 75, 206);"
18/10/2020;DRS 12 Registro;23.44;7;39;17.95;3;8;55;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-18', 'DRS 12 Registro', 23.44, 7, 39, 17.95, 3, 8, 55);"
18/10/2020;DRS 13 Ribeirão Preto;47;132;296;44.59;39;153;478;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-18', 'DRS 13 Ribeirão Preto', 47, 132, 296, 44.59, 39, 153, 478);"
18/10/2020;DRS 14 São João da Boa Vista;36.77;45;127;35.43;16;71;420;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-18', 'DRS 14 São João da Boa Vista', 36.77, 45, 127, 35.43, 16, 71, 420);"
18/10/2020;DRS 15 São José do Rio Preto;50.83;221;432;51.16;73;255;626;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-18', 'DRS 15 São José do Rio Preto', 50.83, 221, 432, 51.16, 73, 255, 626);"
18/10/2020;DRS 16 Sorocaba;49.1;97;230;42.17;20;168;626;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-18', 'DRS 16 Sorocaba', 49.1, 97, 230, 42.17, 20, 168, 626);"
18/10/2020;DRS 17 Taubaté;36.63;129;387;33.33;37;168;805;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-18', 'DRS 17 Taubaté', 36.63, 129, 387, 33.33, 37, 168, 805);"
18/10/2020;Estado de São Paulo;41.13;3242;7972;40.67;850;4174;13895;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-18', 'Estado de São Paulo', 41.13, 3242, 7972, 40.67, 850, 4174, 13895);"
19/10/2020;DRS 01 Grande São Paulo;40.85;1777;4390;40.48;433;2201;6310;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-19', 'DRS 01 Grande São Paulo', 40.85, 1777, 4390, 40.48, 433, 2201, 6310);"
19/10/2020;DRS 02 Araçatuba;51.41;59;115;51.3;15;81;295;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-19', 'DRS 02 Araçatuba', 51.41, 59, 115, 51.3, 15, 81, 295);"
19/10/2020;DRS 03 Araraquara;29.05;37;122;30.33;30;88;355;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-19', 'DRS 03 Araraquara', 29.05, 37, 122, 30.33, 30, 88, 355);"
19/10/2020;DRS 04 Baixada Santista;29.11;123;400;30.75;36;183;661;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-19', 'DRS 04 Baixada Santista', 29.11, 123, 400, 30.75, 36, 183, 661);"
19/10/2020;DRS 05 Barretos;54.63;45;91;49.45;14;32;191;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-19', 'DRS 05 Barretos', 54.63, 45, 91, 49.45, 14, 32, 191);"
19/10/2020;DRS 06 Bauru;56.61;113;227;49.78;31;151;531;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-19', 'DRS 06 Bauru', 56.61, 113, 227, 49.78, 31, 151, 531);"
19/10/2020;DRS 07 Campinas;37.22;207;578;35.81;51;238;1121;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-19', 'DRS 07 Campinas', 37.22, 207, 578, 35.81, 51, 238, 1121);"
19/10/2020;DRS 08 Franca;40.28;42;111;37.84;17;45;221;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-19', 'DRS 08 Franca', 40.28, 42, 111, 37.84, 17, 45, 221);"
19/10/2020;DRS 09 Marília;44.22;75;162;46.3;15;84;478;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-19', 'DRS 09 Marília', 44.22, 75, 162, 46.3, 15, 84, 478);"
19/10/2020;DRS 10 Piracicaba;30.17;62;234;26.5;14;86;382;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-19', 'DRS 10 Piracicaba', 30.17, 62, 234, 26.5, 14, 86, 382);"
19/10/2020;DRS 11 Presidente Prudente;49.91;35;75;46.67;9;64;196;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-19', 'DRS 11 Presidente Prudente', 49.91, 35, 75, 46.67, 9, 64, 196);"
19/10/2020;DRS 12 Registro;19.77;2;39;5.13;6;10;55;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-19', 'DRS 12 Registro', 19.77, 2, 39, 5.13, 6, 10, 55);"
19/10/2020;DRS 13 Ribeirão Preto;47.3;132;298;44.3;41;165;487;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-19', 'DRS 13 Ribeirão Preto', 47.3, 132, 298, 44.3, 41, 165, 487);"
19/10/2020;DRS 14 São João da Boa Vista;36.9;47;127;37.01;13;71;399;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-19', 'DRS 14 São João da Boa Vista', 36.9, 47, 127, 37.01, 13, 71, 399);"
19/10/2020;DRS 15 São José do Rio Preto;49.97;211;435;48.51;45;235;628;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-19', 'DRS 15 São José do Rio Preto', 49.97, 211, 435, 48.51, 45, 235, 628);"
19/10/2020;DRS 16 Sorocaba;48.48;103;231;44.59;31;161;610;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-19', 'DRS 16 Sorocaba', 48.48, 103, 231, 44.59, 31, 161, 610);"
19/10/2020;DRS 17 Taubaté;35.95;128;387;33.07;25;163;789;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-19', 'DRS 17 Taubaté', 35.95, 128, 387, 33.07, 25, 163, 789);"
19/10/2020;Estado de São Paulo;40.96;3198;8022;39.87;826;4058;13709;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-19', 'Estado de São Paulo', 40.96, 3198, 8022, 39.87, 826, 4058, 13709);"
20/10/2020;DRS 01 Grande São Paulo;40.48;1733;4346;39.88;433;2164;5994;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-20', 'DRS 01 Grande São Paulo', 40.48, 1733, 4346, 39.88, 433, 2164, 5994);"
20/10/2020;DRS 02 Araçatuba;51.04;57;115;49.57;22;87;295;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-20', 'DRS 02 Araçatuba', 51.04, 57, 115, 49.57, 22, 87, 295);"
20/10/2020;DRS 03 Araraquara;28.15;33;122;27.05;15;79;355;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-20', 'DRS 03 Araraquara', 28.15, 33, 122, 27.05, 15, 79, 355);"
20/10/2020;DRS 04 Baixada Santista;29.98;127;398;31.91;25;185;664;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-20', 'DRS 04 Baixada Santista', 29.98, 127, 398, 31.91, 25, 185, 664);"
20/10/2020;DRS 05 Barretos;52.9;46;91;50.55;11;27;192;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-20', 'DRS 05 Barretos', 52.9, 46, 91, 50.55, 11, 27, 192);"
20/10/2020;DRS 06 Bauru;55.6;124;226;54.87;37;144;547;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-20', 'DRS 06 Bauru', 55.6, 124, 226, 54.87, 37, 144, 547);"
20/10/2020;DRS 07 Campinas;36.66;194;570;34.04;53;252;1100;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-20', 'DRS 07 Campinas', 36.66, 194, 570, 34.04, 53, 252, 1100);"
20/10/2020;DRS 08 Franca;39.46;43;111;38.74;5;46;217;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-20', 'DRS 08 Franca', 39.46, 43, 111, 38.74, 5, 46, 217);"
20/10/2020;DRS 09 Marília;43.94;63;161;39.13;12;84;449;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-20', 'DRS 09 Marília', 43.94, 63, 161, 39.13, 12, 84, 449);"
20/10/2020;DRS 10 Piracicaba;29.3;54;223;24.22;14;89;384;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-20', 'DRS 10 Piracicaba', 29.3, 54, 223, 24.22, 14, 89, 384);"
20/10/2020;DRS 11 Presidente Prudente;47.88;32;76;42.11;16;70;197;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-20', 'DRS 11 Presidente Prudente', 47.88, 32, 76, 42.11, 16, 70, 197);"
20/10/2020;DRS 12 Registro;17.95;6;39;15.38;4;9;55;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-20', 'DRS 12 Registro', 17.95, 6, 39, 15.38, 4, 9, 55);"
20/10/2020;DRS 13 Ribeirão Preto;46.65;115;297;38.72;37;185;491;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-20', 'DRS 13 Ribeirão Preto', 46.65, 115, 297, 38.72, 37, 185, 491);"
20/10/2020;DRS 14 São João da Boa Vista;36.53;45;128;35.16;10;69;415;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-20', 'DRS 14 São João da Boa Vista', 36.53, 45, 128, 35.16, 10, 69, 415);"
20/10/2020;DRS 15 São José do Rio Preto;50.02;220;418;52.63;62;242;630;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-20', 'DRS 15 São José do Rio Preto', 50.02, 220, 418, 52.63, 62, 242, 630);"
20/10/2020;DRS 16 Sorocaba;47.8;105;231;45.45;40;150;613;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-20', 'DRS 16 Sorocaba', 47.8, 105, 231, 45.45, 40, 150, 613);"
20/10/2020;DRS 17 Taubaté;34.82;123;388;31.7;33;162;805;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-20', 'DRS 17 Taubaté', 34.82, 123, 388, 31.7, 33, 162, 805);"
20/10/2020;Estado de São Paulo;40.52;3120;7940;39.29;829;4044;13403;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-20', 'Estado de São Paulo', 40.52, 3120, 7940, 39.29, 829, 4044, 13403);"
21/10/2020;DRS 01 Grande São Paulo;40.24;1721;4331;39.74;583;2179;6228;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-21', 'DRS 01 Grande São Paulo', 40.24, 1721, 4331, 39.74, 583, 2179, 6228);"
21/10/2020;DRS 02 Araçatuba;49.75;54;120;45;17;93;312;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-21', 'DRS 02 Araçatuba', 49.75, 54, 120, 45, 17, 93, 312);"
21/10/2020;DRS 03 Araraquara;28.3;37;122;30.33;36;93;365;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-21', 'DRS 03 Araraquara', 28.3, 37, 122, 30.33, 36, 93, 365);"
21/10/2020;DRS 04 Baixada Santista;30.56;132;387;34.11;37;197;646;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-21', 'DRS 04 Baixada Santista', 30.56, 132, 387, 34.11, 37, 197, 646);"
21/10/2020;DRS 05 Barretos;51.16;42;99;42.42;16;33;212;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-21', 'DRS 05 Barretos', 51.16, 42, 99, 42.42, 16, 33, 212);"
21/10/2020;DRS 06 Bauru;54.78;121;227;53.3;43;168;542;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-21', 'DRS 06 Bauru', 54.78, 121, 227, 53.3, 43, 168, 542);"
21/10/2020;DRS 07 Campinas;36.03;195;568;34.33;59;252;1096;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-21', 'DRS 07 Campinas', 36.03, 195, 568, 34.33, 59, 252, 1096);"
21/10/2020;DRS 08 Franca;38.88;40;111;36.04;16;49;219;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-21', 'DRS 08 Franca', 38.88, 40, 111, 36.04, 16, 49, 219);"
21/10/2020;DRS 09 Marília;42.6;57;161;35.4;24;89;449;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-21', 'DRS 09 Marília', 42.6, 57, 161, 35.4, 24, 89, 449);"
21/10/2020;DRS 10 Piracicaba;28;55;234;23.5;21;91;383;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-21', 'DRS 10 Piracicaba', 28, 55, 234, 23.5, 21, 91, 383);"
21/10/2020;DRS 11 Presidente Prudente;45.64;31;76;40.79;12;68;198;;;"INSERT INTO leitos_e_internacoes VALUES('2020-10-21', 'DRS 11 Presidente Prudente', 45.64, 31, 76, 40.79, 12, 68, 198);"
